class,final_tweet
1,listen curving low mean girl thinks u hoes u
1,listening latina women talk baby bitches makes sub 9am worth little bit
1,listing dumb ass mom getting eyebrows done new place bitch fucced picture day tomorrow
1,literally every man fam copped bad white bitch even boutta break da unless latina comes around
0,literally middle ghetto people look scary
1,literally got shit gonna fuckin die bird
0,literally got first thing chug huge glass water
1,literally best mood bitches literally killed vibe
1,litterally wait weekend bad bitches
1,little
0,little bitty bumble
1,little fucking gook smells like thinking motherfuckin
1,little things kill negros mood man
1,live birds found elmo doll border
1,living bitches
1,living hashtag live
1,lmao wat
1,lmao getting pussy easy believe omar brother steelers head
1,lmao mean damn bitch almost ready 20 minutes
1,lmao look like 80s retard today
1,lmao expression says nigga fuckin faggot
1,lmao food gon run fat bitch
1,lmao yeah pussy cee come get breakfast breakfast plz
1,lmao u live wit ya girl u dishes u faggot
1,lmao none bitches tl
1,lmao soles reebok classics even handle diabetic weight rick ross holds
1,lmao yo cooned nigger boy
1,lmao take ima start lifting bitches club
0,lmao lowkey peyton manning trash
1,lmao bitches reading first sentence yaself jus see dumb
1,lmao chill spook think better niggas cause miami colored faggot
1,lmao drake bullshit serena wallah looks like tranny
1,lmao left
1,lmao catch u tha field blowin shut yo bitch ass opp
1,lmao let hoes hoes savin nem
1,lmao look hoes
1,lmao redskins turnin
1,lmao shorty twitter name pussy 2 im dead
1,lmao funniest way disrespect person calling itty bitty makes feel low life
1,lmao shovel video pretty went like ton bricks gotta love honky riff raff
1,lmao got titanfall jump bitch
1,lmao bitch high asf asked look
1,lmao bitch thinks fancy michael kors
1,lmao
1,lmao trifling ass
1,lmao wack ass rappers stay make better music little get suck dick list
1,lmao wallah nasty bitch
1,lmao never faggot punk
1,fish pussy
1,harden look like last air bender
1,niggas regionally picky hoes say anything makes fun tho
1,nobody cleans house faster nigga expecting
1,still feel played bout
1,lmaoo bad hit matching bad matching
1,lmaoo seen coming fat bitches need love craig
1,lmaoo ur bitch following back
1,lmaoo bruh make song called uber hook uber make pussy wet
1,lmaoo u prefer woman wears feet bitch hate bitches wear wedges
1,lmaoo man bitch thinks
1,lmaoo shut hoe
1,lmaoo tony spanked maaad times bitch voice
1,lmaoo u downgrade jayin ass bitch
1,lmaoo sayin statement last year boozer trash bro
1,lmaooo tranny open jar pickles
0,lmaooo naw man yo want u serious lol early bird special
1,lmaooo nigga said dyke background
1,lmaooo wait everybody talm bout card missed
1,lmaoooo sister probably got pussy night
1,lmaoooo deep girl curved every nigga tried holla nobody said
1,lmaoooo nah turning yah gonna believe bitch bg bitch
0,bird hand worth two
1,lmaoooort remember bitches lotus flower bombs around time last year
1,lmaooooo bitches like dumb ass nigga
1,lmaooooo im outta bobby shmurda looks like negro league player
1,lmaoooooo bitch stripping murder scene view
1,lmaoooooo supreme guess bape trash
1,lmaoooooo dre really big sloppy fat
1,lmaoooooo lil dave hoe
1,lmaoooooooo woke faggot didnt nigga get carded since sophomore b
1,lmaoooooooo dumped shyt outta fuck wrong perfect like angel pussy
1,prolly nice shit madden fat
1,lmfao fat hoes tight clothes lookin like half opened biscuits
1,lmfao eating pussy really want braces way
0,lmfao new york 27 world series titles
1,lmfao twerk hov says twerk
1,lmfao bitches hoes
1,lmfao bitch got shit rocked
1,lmfao talk gtfoh bitch guessed right
1,lmfao custy bitches like come
1,lmfao hoe
1,lmfao niggas going ham trash
1,lmfao didnt got cute new avi old colored contacts
1,lmfao knew stop hating
1,lmfao straight retarded shit
1,lmfao u sloth trinidad james relaxer lookin ass hate imma start talking white
1,lmfao watching brokeback mountain taylor cuz never seen aha
1,oh texting u told u text need buy salad bitch hungry
1,lmfaooo nigga yo lips look like charcoal bitch
1,lmfaooo bitch hits car calls cops says fault dumb bitch
1,two bad bitches giving head dam lol
1,lmfaoooo fizz baby mama snatched bitch soul
1,lmfaooooo trust bitch smile
1,lmfaoooooo glad shorty twitter ig tryna famous columbus hoe
1,lmfaoooooo lmfaooooooopoooooo come yo bitch ass
1,lmfaooooooooo bro strippers twitter talking much money made like bitch rob
1,load bitch kool aid
1,lock 5 fat bitches 1 room 5 days 5 hunger games
1,log nigger
1,lol baddest bitches porn stars n
1,lol idgaf active hoe long fucking need learn mind
1,lol next time bitch
1,lol father bitches pouring arizona tea one video
1,lol followed bitch unfollow cause talkin shit away two
1,lol love ppl think ima fucking look away like pussy catch staring lmao look away hoe
1,lol make hoes madd
1,lol never understood retards use atm pay fee get put gas pay credit price
1,lol see hell yeah bitches hate shit
1,lol told bf going stop cussing face like bitch u even know
1,lol told brother imma good christin girl said nah u wholesome hoe lmaoo bogus says shit like dat mean af
1,lol nun wrong wit tryn 1 da realist niccas n da city tho
1,lol jk changed number
1,lol lebron basketball back say goodbye sports lebron center
1,lol nicca dime game got soo much clout niccas goin da store buy sum dice
1,lol need know pussy like one time fine
1,lol youuuuu got niggas got bitches
1,lol chicks go enon hoes reformed hoes
1,lol sam said hoe
1,lol actually bitch please choke
1,lol bitches thinking kanye perfect man opened car door bitches know wtf
1,lol random aka pussy shove match dnd
1,lol honkies talking trash done shit
1,lol bitch ass boy telling respond values equal called groupie
1,lol bitch
1,lol bitch u
1,lol bitch think fuck ever
1,lol bitches hella mad exs like friends forget past
0,lol colored contacts played
1,lol dat bitch petty
1,lol faggot team pipe
1,lol hell naw fuck dat one swing swing bitch one gone get punch rest gone get punched tf lmao
0,lol ike turner
1,lol im curving bitches like im taken
1,lol bitches staggering drunk
1,lol lawwwddd aint fuck jitt never wanna labeled
1,lol life made hoe
1,lol look mike look trash wrote gentle giant ass
1,lol brother fag mann
1,lol brothers said pussy ass niga well words wizdom second dat lmaoo leave u hurt
1,lol porn name master licker wtf gotta dat bitch ass name
1,lol niccas remember ginyu force
1,lol niggas saving hoes
1,lol niggas still talking threw bitches smh
1,lol petty ass lmmfaooooo hoe
1,lol shawty sheets gave number haha throw tht shit trash outside
1,lol stop fuckin wit dem fuck hoes lie
1,lol hoe shit
1,lol tricking niccas left n right
1,lol freshman said dress baby said well mean u act like baby might well dress like one
1,lol girl makes fun guys like light voices like bitch voice like deeper five men together wtf
1,lol u mad motherfuckin hoe
1,lol nigga say miss u say miss miss ya bitch lmao
1,lol cunt liar hope drop dead k
1,qt little
1,since south automatically sound like fucking hahahaha fuck stupid
1,look like waiting another nigga
1,nice crutch
0,shut lmao early bird gets worm
1,lololol joey lattimes phone called retarded
1,lolololol hoe nyyce one
1,long hair pussy time want
1,long neck ass bitch lmbo
0,long
1,longway bitch
1,look makeup bitches lookin like ghost ya wake bitches
1,look look like give half square root slope fuck
1,look pussy popping
1,look man fuck hoes niggah lets get smoked
1,look bad bitch
1,look coon ass nigga standing damn looking around
1,look fucking kaffirs nigger
1,look little tell beautiful much make
1,look pussy
1,look bitches hmu ya wifi bitches
1,look lying ass bitches finish school stripping ya mind ass bitches
1,look look niggas look pussy fuck
1,look bitch go suck dick real street nicca wit dat sucka
1,look rich act poor never trip bitch
1,call call dumb say alllll know rap shut hell
1,looked like time looked like biker bitch punk rock bitch movie
1,lookin bitch bet give yo ass bone
1,lookin u hoes
1,lookin bitch probably
1,lookin like total swag fag ayeeee
0,looking back liked colored go back
0,looking forward basketball states soon course
1,looking like nappy headed hoe reppin patrick ewing crew neck tho
0,looks federal gun laws proposed week lack hope crowd choke
1,looks like tool useful clay hammer
0,looks like competing east cellar year
1,looks like next douche bag crowned governor ghoul named ducey
1,lord shut pathetic ass bitch worthless
1,lord please get ghetto ass hospital
1,los bitch taught true meaning gravity panties kissed
1,los bitch told name start could b c got
1,los pussy ass lost 3 winnnnnnnnn
1,lot peeps playing g playing nig louie playing girl tif playing wnba finals
1,lou lil bitch
1,love bitch fight
1,love fat hoes n tight clothes n granny panties
1,love getting nudes bitches
1,love subs cause mom starts fucking bitch crank simple solutions
0,love bird thank song
1,love bitches
1,love bitches take selfies tongue gearin money shot
1,love bitches say say love end
1,hate big booty
1,lovin hoes thats bitch put pipe suckin thats bitch give goodnight kiss
1,low info people oh dumb race baiting bitches
1,lowkey got fan hoop skills lbcc aha niggah lol
1,lowkey still bitch
1,loyal pussy forever bein better bitch thats passed
1,lucky bitch still
1,luda said bitch well mine looks better weather lol
1,luke bryan faggot tool
1,lying bitch
1,lynch mob thugs threaten zimmerman coming bitch hatred stop
1,finna look tht know sumptin bout
0,ted cruz proud wacko
1,murder u fuck crazy bitches shit like happens feel bad ol boy
1,ima make song called perez hilton gonabe gay party boy fat slut
1,feel good yall even throw charge way
1,bottom bitch cotton pick tell give money yo hoe give attitude
1,macc cheese maccin bitches makin
0,mace charlie
0,mad respect affleck refusing wear yankees though sox fan wearing mets cap probably irritated
1,mad pussy gym full fuck people
1,made world ned yost fucking everybody bitch
1,made one time favorites look like bitch grandest stage em
0,madea old hillbilly hilarious
0,suck trash
1,magic 8 ball hoes
0,majority trash
1,majority hoes gram instafrontin
1,majority story trash
1,make burger bitch
1,make sure pussy clean cuz ima eat scream
1,make artists cover selling pussy second gig bartenders students
1,make first impression best like nino brown ima cancel bitch
1,makem eat ass since eating pussy major nomore
1,makeup saving alot bitches single
1,makeup save hoes
0,making brownies
1,making drake cant wait call trash tell everyone b l u forver goat la
1,man ducked like true would split white trash faggot lid
1,man stop looking hoe twerking facebook
1,man hoes location
1,man hope think think
1,man watched 50 shades gay trailer shit looked like wackest movie hyping trash
1,man rather see morning selfies bitches dont change look case mondays see
1,man swear like nation hit tony driving chink almost smashed
1,man thought heifer yo old first went feds nigga would smoke
1,man wish bitch would
1,man tired dealing hoes dick
1,man tryin take intoxication charlie sheen levels today going
1,man tryna give chief mixtape chance shit trash
0,man arrested 40 opened nip bottles vodka found car
1,man bitches love punch line
1,man dude next got 2 worst looking hoes ever seen hey 2
1,man fuck bitch ass
1,man heartburn bitch
1,man bad washington heights chick dyckman likes grabs pussy yells good still fuckin
1,man bitch dont call back job uma
0,man im glad im around see redskins go playoffs considering happens lifetime
0,man zebra print dress robs bank
1,man bad built bitches san u wear thong beach yo ass bet retweet
1,man bitch beautiful helen
1,man stop acting like faggots go
1,man talk em course nothing wrong like trash
1,man bad niggaz tweet feed bullshit negativity niggaz line
1,man nigga courage always bein hit dat shit lil nigga
1,man run game fuck even need bitch ass
1,man lot fat bitches
1,man bitches boring wild bitches
1,man hoes one minute team next minute witcha
1,man bitch smells like cheap lip stick
1,man da fuck let hoe background looking like got damn zebra
1,man hoes even bother wearing clothes going like
1,man ugliest bitches talk
1,got fucked within inch life unbothered bitch
1,wish big booty bytches would use nickname shy typical
1,aunt petunia royal
0,serious shiner
1,mane dis nicca call 1 mo time n say finna pull dnt pull
1,mane wtf wake look da window showin like mf thing nicca went walmart yesterday good aone snacks
0,mann first game 3 weeks wait redskin always redskin
1,mann pussy
1,jada pickett badddddd bitch
0,mannnn tonight feels like
1,mannnnnn hoes aint loyal
1,manual labor trash
0,many people claiming slippery slope absolute ones said slippery slope argument paranoid
1,maple room bitch sacto style
1,marca got many hoes confused
1,marcus colston damn
1,marcus smart belongs
1,marcus hoe schleeeeeeeeeeppppppp
1,marijuana turn good pussy
1,pussy ass titties
1,marilyn monroe set standard hoes achieve society
0,mark teixeira finally stepping hr couple bbs
1,married skinny bitch trickin wit thick got sum big hips call boa hypocrite
1,mary jane dumb bitch peter job saving city spiderman bitching came play
0,alu polosi ho
1,math forever confusing
1,matt cancer free gotta hoes throw booty bedtime
1,matt got shades tryin scope bitch
1,maury funny ratchet hoes need get knocked fuck
0,may bird paradise fly may elephant caress may wife runners
1,maybe colored blind tough
0,maybe feel great got 3hrs surely last nights boxes cookies crackers
1,maybe text first read messages k
1,maybe shoulda informed cousin social anxiety taking crowded bright side texas hott bitches
1,maybe love one maybe someday till sit drunk ass runway
1,maybe bitter ass nigguh like obito
1,maybe maybe maybe nigguh call
1,maybe conceited bitch people would like
1,maybe next time day drink ill balance bitch mary jane cause
1,maybe done mean discrimination law culturally queer people
1,maybe eat makeup pretty inside also
1,mayweather pussy hes winning cus picks fight picks nobody fighters
0,although greatest would step russel mccann carlos ruiz
1,hella trash
1,mcdonalds pipe self defence one nigger hand would deal
1,elizabeth
1,lew differ philosophy say smack bitch bet watch mouf
0,hubby relaxing studio headed str8 honey doo wop wops bday bash
1,next bitch gone turn fashion wearing nun designer shit basic af
1,bryan still bitch
1,da gonna reboot da dis time gonna weezy married pre op trannies
1,big ol titty bitch
1,bitch
1,bitch song
1,homie rockin bitch night
1,nig running shit miami lost one game 3 days
1,nigguh stay doin
0,song bird sang hs gospel
1,calling bout nigga shit nigga fucking fucking care
0,gusta pollo
1,n niccas ya type neva exchange wanna talk n still gain
1,know use coffee maker
1,folks try come ok
1,coolin hoes
1,thank making bad gotta
0,downloads flappy goes
1,put twist tie bags ice get car nahh bitch
0,meatloaf cream potatoes deer steak gravy pinto beans cornbread pear cobbler n bread pudding fhc
1,meek nut shit one time bitch guess forgot hoe shit wale twitter oh ok
1,meek mill said get yo game lose yo bitch damn lol
0,meet monkey king
1,megatron fucked stafford bitch throw mans
1,mei haruka tied takes three cocks pussy
1,melo got bitch east
1,member bitches put front foreign mf
1,members religions
0,memorial weekend early bird wine walk price still 21 participating locations
0,mentions probably look like septic go meme
1,merry christmas bitches
1,merry christmas bitches hoes
1,messi thinking even make ahaaaaa
1,messy ass hoes fucking friend
1,messy asss bitches would blast yall dumb bitches even gon stoop yalls level
1,met bad bitch hat
1,met foreign bitch wesley better call
0,met woman trying feed crow brazil nut
1,met bitch call
1,mfs care tha kid except niggas bitch
1,mfs see picture couple walking stairs together caption bitch going stairs
1,mi caldito de pollo estuvo ahora snuggle con mi snuggie mi queeee
1,mimi worried bout stevie j marriage bitch even realize made sex tape married man
1,caption nah gonna keep
1,miami bitches
0,run defense alex smith
1,michael sam cut proves fags belong football heterosexual sport
1,michigan big hoes twitter instagram make
1,middle eastern indonesian women never seen ugly bitch bollywood film ever
1,might buy bitch bag weekend idk
1,miley cyrus got hardest song club feet tho hoes love boots
1,miley cyrus wants hump things smoke weed retarded
1,miley cyrus went singer show stripper need big ass tiddy dat bitch
1,miley cyrus kinda looks like retarded care
1,milk marie approve ugly hoes
1,milk marie got pretty pussy call pink cause nigga fell love
1,million dollar bitch slap ho
1,millions niggas make like quality spittin shit play wit
0,mint oreos
1,minus retarded poor
1,miss niggah leo
1,miss scary
1,miss lil bitch
1,mississippi state fans best poor hard getting wins top 25
1,missouri got swag fags lmao
1,mitt romney gone take away weave become hoes gone walkin around looking like lil bill
0,mitt romney hates big
1,mix
1,monique made whole fucking career offa call slim girls lost weight done
1,model bitches gym working fitness dont mean nothing cuz still gon buy
1,modern day singers talk shit rappers talk
0,molly ellie need bound everyone else amsterdam get time hey ho
1,molly make bitches crazy
1,bitch love comes hate
1,mom called rude ass hoe
1,mom really came found anything possible bitch
1,mom said chocolate milk past nine punched bitch pussy
1,mom real bitch lately
1,song guy long something could fuck world 72 hours lolol
1,momma always told crazy hoes say amazing listen lady
1,momma always told crazy hoes say amazing listen lady
1,mommy said pussy cats inside dawgs house
1,moms disrespectful one bitches trash
1,monday like saturday
1,money best pussy
1,money bitch controls every bitch
1,money buy love pay pussy
1,money make happy one money makes feel comfortable get pussy dead ass broke tho tbh
1,money first woman second hoes last
1,money bin mind lately think time leave hoes alone get program
1,money hungry hoes never get crumb
1,money make bitches fuck niggas steal
1,money impresses broke
1,money bitches even though love ladies
1,money pussy
1,cars clothes
0,monkey see monkey really abu
0,monkey see monkey doo
1,monkey monkey swiftee narnfraud pathetic disturbed pair thugs
1,monopoly fucking stupid fuck dumb ass game bitch ass shit
1,new north south places move
0,moral like pretty much anything tell
1,disability bigotry left defend palin
1,moreno little dumb
0,morning terror trash gone one knows went
1,morning trash
1,dropped 2014 trash fucked like 3 pair including columbian
1,niccas broke always n limelight
1,niggas send hate thru bitches
1,time thinking bitch u gonna give pussy
1,hoes copy paste someone copying give props
1,niccas thought real tried derail
1,bitches real
0,mother nature hates yankees baseball
1,mother nature drunk bitch knows
1,mother asked wanted christmas replied go sister
1,mother b
1,mother fuck everything got going today going vegas
1,motherfuckas tryna hate whip acting like got cooler speakers hell nah bitch boys
1,moving bitch weekend
1,moving always excited dallas
0,mr president homeland please ignore foreign threats focus sole attention police force
1,get pussy u virginnnn
1,ms st aint fuckin auburn
1,mufuckas followin
1,mum agrees ur wee moody cunt cani deal fact
1,mum told guy one direction puffin dutchy nd like least cunt isny mad
0,munching ww crackers studying nycs trans since nyc thing 15 yrs
1,murda mook shit
1,murda
1,music make sick bitch
1,music bitch put
1,music sounds million times better car love sub new like mini rave
1,must light skin hoe lmfao wtf mean af wasnt ready bruh
1,musta let dem retards food one step boots da know step niggas shoes
1,mute
1,mutes smh
1,muzzled pit bull throat slit found side road pa via hideous abuse throat slit left die
1,use walk blade everynight way see bitch place try tell wtf shouldnt
1,2014 saying bitch go get yo nigga hoe cuz gonna beat yo ass like gonna beat nigga bitch go get yo nigga
1,fantasy reign starts got pussy nigga los first seattle cut
0,hawaiian thought aloha muzzie
1,instagram bitch telling follow person fuck
1,instagram song bout postin pictures hoes allowed post pictures posting none
1,lil cousin locked 2 years beating bitch metal bucket
1,moor black moor friends said nigger came tagging
0,oriental gallery new land free enterprise
1,ralph lauren jacket comes im giving free hugs bitches know high quality fabric feels
1,true life episode comes later tonight 8pm central true wanna
1,twitter app poo
1,advice fuck
1,alarm clock callin lol wake yo ass get money bitch
1,arguement baddest white girl argurment trash
1,asshole even rednecks hate
1,aunt said handsome fuck hoes
1,auto correct makes sound fob
1,baby whole shit bitch sorry ass rwd still love tho
1,baby boy asleep monkey since love son
1,baby guinea pig cute
1,bad yo hoe
1,bitches act like read like words
1,bae said u bitches watch mouth lmao
1,barber bein able cut hair yesterday really prevented goin club gettin mad bitches b owe 3 free cuts
1,best friend loves justin beiber fag
1,best friend says need love right thinks soon love
1,bestfriend biggest bitch best friends
0,bf loves thought might enjoy last
0,bird got headache
1,bitch
1,bitch remy stuck 06
1,bitch ass buddy pmo
1,bitch ass like allergic reaction service faction
1,bitch bad
1,bitch bad like brittany wish brittany
1,bitch bad lookin like bag laundry
1,bitch bad yo bitch got bad feet
1,bitch
1,bitch bre ina good mood young hogg
1,bitch anything except average
1,bitch cold average fuck last bitch
1,bitch cold fuck last bitch
1,bitch clients pay payments
1,bitch magic city shaking ass titties
1,bitch get nerves
1,bitch gotta fly flyer
1,bitch pussy got hella powers
1,bitch pussy take dick hide
1,bitch say dog house fuck mean
1,bitch say dog house fuck mean
1,bitch loaded last night
1,bitch ralphy thanks
1,bitch work chic fil says real b save life
1,bitches related
1,bitches cleaning
1,bitches get christians nigga
1,bitches spend money got ya girl want gon get fucked askin
1,bitches pop gum pop pills
0,black queen dreading high moor queen asked want better
1,blue flag brite nd ya bitch blowing like play bagpipes
1,boy got hoes
1,boyfriend smart ass bitch watch wear pants fucking unzip
1,brother know american horror story bitch lame ass fuck
1,brother fucking
1,brother thincc im playing keep putting ac fuccing wit break bitch burning uuuup
1,brothers ex fat hog man swear reason money anything right cause white hoe
1,car wet bitch wet drive car pool
1,cat fighting street cat carry glass
1,cat rolled said go run game
1,cats bitch
1,broke ass egg noodles put syrup
1,clothes always sexual like im play bitch like takee ride
1,cousin bio instagram dark brown skin bitches holla funny hell
1,cousin said hoes idk want shit got dying lol
1,dad goes son bitch lights cigarette
1,dad
1,dad bitch
1,dad said always biggest pussy 3 sorry love dad lmfao
1,dad told dad text one friends say hashtag hahahaha done
1,dad talking dogs fetching skills seen nigga mad air bud air
1,friend telling dad good pussy last real
1,dads side family ghetto moms side family prim haha
1,dawg told must saturday rockin bitch wit
1,dick wants pussy
1,bitch
1,doctor tonight miserable even nurse pissed since 7pm come see
0,doctors office noticed put prescription canceled give us call need
1,dog number 1 bae way hoes
1,dog lifted leg butch
1,dogs man remember ok girl text phone bs squads ready deep thenna bitch ready go
1,bitch crime partner ima bitch get mad lil doctor
1,duck got big like
1,dumbass redskins mcnab jersey
1,ex wanted reason continue whole hoe outchea tried make feel bad comment
1,ex wanna work bitch try yoga
1,expectations high comes weed pussy clothes n shit needa a1
1,eyes brows finna fleekate fleek bitch
1,eyes feel chink eyed
0,favorite dc restaurant charlie
1,favorite dumb posted pic sure
1,flow retarded
0,goal soccer year get yellow card every game
1,goal one day nice rolex wear hoe everyday
1,god mother thinks im stoner someone watch tweets ya boy clean nikki minaj pussy
1,grandma threw ones made 7th grade literally thats work
1,grandpa hooked friend pussy
1,hair one kind dont ever fix mouth say hair alike cause guess hoe
0,hair need put masque takes much energy
0,head big like beanies better
1,high school need gon throw hood reunion everybody knows ghetto
1,hobbies consist sleeping subtweeting random people school even know judgemental bitch
1,hoes trippin lol
1,hoes love go shoppin
1,hoes drugzzz
1,homeboy got hoe number house arrest said good ask go anywhere
1,motherfucking
1,house piece thank god little jungle bunnies outta face
1,job gonna call talking bout come work 8 ummm staying
1,life going bitch 6 short weeks
1,lil bitch vet say need dog
1,lil bitch called said needa cuz bitch doin
1,lil cool ass bitch northside
1,lil cousin bitches always want older fault fuck bitch
1,main bitch side bitch mad could give two fuckssss
1,main bitch side bitch mad could give two need two cups
1,main bitch called tell missed super cute love
1,main bitch ghost
1,main girl tryna get blessing side hoe tryna get affection
1,mains riri22barbie georgegia yessssss bitches
0,mama made brownies everything
1,manager new brand pre order beanies
1,manager retarded bruh always asking siri nigga dum af doe
1,managers stupid cunt yes said
1,mentions tl moving fast af sorry flooding yo shit lowkey tryna get hoe yall
1,mf dawggg miss hoe man
1,mom bitches much
0,mom buy oreos love
1,mom cunt
1,mom clueless going lol like trust negros witcha lmfao
1,mom bought bunch new sandles chipped toe nails like world war 3 bitch
1,mom seen progress report like wtf wit b bitch wtf see 7 tf ungreatful
1,mom told never use word favorite cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt
0,mom wants buy zebra like reals
1,fucking cunt
1,younger brothers gonna come disrespect mom call bitch cousins gonna tell mom
1,momma keep talking like bitch gtf
1,moms worse bitch like ugh stand
1,mother even bitched bitch ass ctfu
1,name bryanna find baddest bitch everybody wants
1,neice getting big ready punch sum bitches lol
1,neighbors sick wake um nigger music ctfu
1,neighbors hate cuz smoke weed blast ghetto music
1,nephew albino albinos astigmatisms eye spasms partial blindness faults
1,nephew keeps tryna kiss like bitch got zero dismiss
1,new bitch eat dick like bratwurst
1,new bitch finer mf understand shit say
0,nicca swear see madden lol
1,nicca drake gear game bad lol
1,nicca tip act shit
1,niccas sum spooky hide n cut pop n drop bitch
1,niccas real fa streets ike nwax
1,nig yes black people live wisconsin lmao da shit
1,nig todd gurley beast
1,nig talking bout gonna halloween since
1,nig jus found girl fuckin anotha nig meets wit dis
1,nig jus said nuttin worse den fat loud fuckin story
1,nig kkeldalegend took good old new orleans soul
1,nig said see differences pornos monster face
1,nigga bolin nothing win bitches breh
1,nigga calls fat bitches lmao
1,nigga bitch said eyes beautiful melt lmaoooo nigga thought reading romantic comedy movie script
1,nigga got hanging fat catfish bitch smh
1,nigga mister meaner hope back bitch
1,nigga stiff bitch even stiffer
1,nigga drinking gatorade like dumass hot lol bitch drink water
1,niggah
1,niggah slept perfect
1,niggah waiting weekend take shits
1,niggah
1,niggah watch awake till 5
1,niggas bigger roll bitch still smell like ounce
1,nigguh
1,nigguh naturally forever
1,nips cold
0,nudes
1,partna mississippi told 2weeks got 2 weeks fuck ok 2014 stepping game
1,phone acting retarded
1,phone finally back textnow
0,phone fml still gotta get yellow sign lol lol btw zoomed 2x lol
1,pits stankin doin dem hard ol colored body da dem white women pushy day want dare flows fixed
1,playlist goes something like smoke tracks niggas bitches slow jams lucky lady
1,po heart still beatin fast da way dat nigger scream dat felt like da welfare office cut da line
1,problem got strong ion show feelings pussy mfs
1,problem caring bitches noggas
1,pussy ass car scared
1,pussy popz severely
1,pussy taste like pepsi
1,pussy tastes like pepsi cola
1,pussy worth
1,reaction spoiled white kid says like
1,roommate eating obnoxiously wanna fucking slit throat
1,sex game better yo ex niggah
0,shift time mean time im go get means tweeting trash
1,side pieces real fuck birds
1,sister called chinks asked open ctfu
1,sister nephew got first bald
1,sister bitch
1,sister bitch get way
1,sister said step mom love sister
0,sister told look like past told look like
1,sisters bitching school tomorrow like fuck hoe least studying right
1,slap bitch sense coming
1,son 9 still issues tying shoes barefoot case wanted know hillbilly
1,stomach hurt like bitch yoo
1,tail said dropped 20k pay last student loans clams nigga u dropped 20k like nothing
1,taste music goes love song pussy like
1,teacher always says man ever abused wife using unless hides oreo cookies deserves
1,teacher called mom cus eating class fucking bitch
1,teacher talm bout would make every senior go da army fa 2yrs bitch please meat ainnn doin uh damn thang
1,two main wiggas
1,walmart count niggas hoes designer clothes
1,whole goal fuck someone bitch cause turmoil happy relationship
1,wigga ryan gosling knocked eva mendes swag man fuck
1,worse bitch looks better main bad right lol
1,mykel stay wit bad bitches
1,n tired hearing u ol bitch people dont play end
1,n dat bitch sound like man dats ya grandma fucc yu
1,n hoe sooooo ugly like bitch ugly dog like dumb stupid ass ugly like
1,hit butta slide end bitch
1,nba allstar weekend unofficial negro holiday
0,handle
0,nevermind found
1,new nashville loves honky grabs
1,news pay paying everything bitch
1,news obama election increase numbers stop bullshit already compromise
1,nfc south trash juice
0,sole get soles icy
1,people like get
1,nyc media last look flyover peckerwoods freaking nyc media bring
1,na nigguh know
1,nah really man bg breh nigga got random bitches bar coming like attend university crazy
0,nah electric fairy tale seems cool rather buy drugs money
1,nah definitely gotta find bitch drive around whip drunk ty dolla tape b right
1,nah mimi bitch
1,nah bitch apples apples bitch nawl cuz oranges oranges dumb
1,nah bitch ugly
1,nah fuck bungie givng nno stingy ass trash destiny aint least 25
1,nah fuck em bitter heat bitches funny seeing heat bulls fans get along
1,nah wus freak got smutted multiple jis cuffed
1,nah yo hoe swung matter fact yu get
1,nah nigga tried set ugliest bitch time club officially friends dawg wtf
1,nah wth cheese get bring barber sshop 11 please
1,nah light dark ass lol knowww thats baby picture lol
1,nah got blowing gas
1,nah hoes dms broke tho
1,nah watch hoes thats jus gettin fucked start tweetin bout
1,nah still flat booty bitches asleep yet
1,people tell defies definition trying show
1,naked bitches give bubble baths
1,nannie bitch talk hoe ha extra bs ass
1,naomi miley bitches lol
1,nappy chin bitch mothafuckin
0,national review calls marriage
1,shitty leftist rag talks trash another shitty leftist better fall
1,majesty rare red king crab caught alaska
1,naughty mature av model sweet pussy spread
1,naw playin fucked bad bitches
1,naw one mad espn gonna talking faggot ass penn state
1,naw bitch meek mills
1,naw bitch goin monster lol lyrical maniac
1,naw hoe freeky girl
1,nawwww hoe sittin floor damn
1,nd hoes kno workin wit 9 talking bout gun talking feel ya spine
1,nd thought bitches knew accessorize
1,need bitch drop niggah
1,need hispanic pussy
1,nelly got hoes singin lol
1,neva trust bitch
1,never put much relationship unless bitch actually puts effort
1,never argue bitch bottom food
1,never
1,never bring hoes house cause bitches talk
1,never like bitch
1,never gas hoes take ass home
1,never give bitch impression u need
1,never give next bitch opportunity prosper
1,never go full
1,never keep leeches bitches take time cut
1,never leave trust
1,never let boy make feel like anything less bad bitch
1,never let hoes get started
1,never lettin dat nigguh used twitter phone
1,never messed hoe went jail unless know last name
1,never put nothin pass hoes cause hoes straight ratchet
1,never seen pussy
0,never seen tinted yellow tongue ate lemon jolly
0,never seen purple bird poop today lol
1,never seen yo bitch bet could fuck first day
1,never take bitch stay never keep work lay
1,never tell bitch love
1,never tell bitch u
1,never serious thought finna cruise new bitch
1,never trust bitch cause bitches say know faithful bitch gotta get one
1,never trust bitch took nigga
1,never trust nicca volunteers another man info
0,never turned back birds
1,never psycho
1,play stupid far bitches might
0,new jersey yellow green chevron stripe like charlie jersey
1,new avi weak
1,new bitch already second episode
1,new boss said buttons shirt colored hoes sharpie glossy
1,new pussy always better
0,new show announced mn papa charlies december 2010
1,new show announced mn papa charlies january 2011
